match_id,radiant_win
1,0.7729314508996659
2,0.2957972715925983
3,0.022242385828656785
4,0.2547045572963358
5,0.5846278146531677
6,0.9712102107936693
7,0.5603559923343913
8,0.00014484996872976552
9,0.14152397674062733
10,0.42814925023796113
11,0.106666536509333
12,0.864662385872543
13,0.6977520890277537
14,0.7735835218487297
15,0.881637083300535
16,0.7797660491147909
17,0.12910406843632227
18,0.10798513443958457
19,0.7901946564895608
20,0.24635091697869238
21,0.8252554521219979
22,0.35119244600461286
23,0.10347213709340741
24,0.29804780386046104
25,0.3004540776787211
26,0.2175362507009707
27,0.8097348239636184
28,0.8152179385255439
29,0.39668883737932326
30,0.0034044060327819148
31,0.6373199068457338
32,0.42655334784279086
33,0.49924103093789307
34,0.25633949574814874
35,0.3163929541656457
36,0.4064617375853464
37,0.8891958825499713
38,0.32674181831031246
39,0.01033456775419439
40,0.017754437603722972
41,0.8654857533370532
42,0.007254161989816543
43,0.005119982745937168
44,0.6661463079337305
45,0.9577412140061475
46,0.2244944027412421
47,0.7699326889363514
48,0.46223046200188755
49,0.854221303779273
50,0.03594579099631123
51,0.4608780435244879
52,0.43679886677826296
53,0.6030194295076756
54,0.0037826782374694723
55,0.5069613183654954
56,0.08350817639352215
57,0.6317113316277341
58,0.7151015171220108
59,0.41814690337833704
60,0.22006823982167956
61,0.2822351637500373
62,0.5975394813892648
63,0.47474709265472537
64,0.41774866382218767
65,0.5042855042499408
66,0.442593821959522
67,0.4393602887478252
68,0.30064479827699186
69,0.554678046005414
70,0.6913456104361596
71,0.038141695308431145
72,0.6896412107862337
73,0.7876376199785907
74,0.47291618246297795
75,0.6297952221565659
76,0.26809792433629487
77,0.8288936278967564
78,0.18954324973754466
79,0.7727240619046442
80,0.7897319075037957
81,0.08703480914002504
82,0.039791567372089665
83,0.8120384055242142
84,0.2021305279205019
85,0.05566712749782288
86,0.7969960932726532
87,0.5428218964368333
88,0.5308409751980272
89,0.39115748411348916
90,0.6651981584664449
91,0.43347714355161115
92,0.7779032857371756
93,0.6513304600827723
94,0.6707543066011078
95,0.5165767356566363
96,0.9612243229632916
